date,btc_price,total_btc,transactions,addresses,days_destroyed,new_posts,new_members,wikiviews,djia,oil_price,exrate,spx500
2012-01-23,6.515,8184050,6100,11338,1392832,1659,55,3352,12749.5166666667,115.933333333333,0.767363333333333,1323.51
2012-01-22,6.45485,8177300,5984,8947,867978,1655,62,3208,12756.96,115.47,0.76764,1326.05
2012-01-21,6.57,8162200,5259,8918,993760,1668,55,3147,12675.75,112.56,0.77611,1314.65
2012-01-20,6.55,8162250,6780,10759,3023294,1695,62,4141,12708.82,110.96,0.77131,1316
2012-01-19,6.58,8153300,6718,11554,1391607,2149,77,4891,12720.48,111.96,0.77724,1315.38
2012-01-18,6.97,8139700,6464,10970,2767022,2857,72,6443,12623.98,110.26,0.78456,1314.5
2012-01-17,6.95,8139600,6761,11962,3190623,1981,62,9859,12608.97,110.253333333333,0.78619,1312.34666666667
2012-01-16,6.98,8132500,6545,11532,2029204,2082,56,21795,12593.96,110.246666666667,0.78782,1310.19333333333
2012-01-15,6.81,8115900,6685,11207,2697420,1502,68,2280,12578.95,110.24,0.78945,1308.04
2012-01-14,6.98999,8116700,6807,11200,2271629,1735,48,2034,12482.07,110.5,0.7907,1293.67
2012-01-13,6.75,8109300,6734,11166,9261642,2048,61,2283,12422.06,109.08,0.78,1289.09
2012-01-12,7.1,8092000,6824,11096,2471006,1691,75,2867,12471.02,108.48,0.78592,1295.5
2012-01-11,6.997,8095100,7139,11184,3581516,1793,88,7084,12449.45,108.38,0.7842,1292.48
2012-01-10,7.138,8086800,7168,11358,2226356,1649,72,3186,12453.79,108.74,0.783706666666667,1292.34666666667
2012-01-09,7.2,8067700,6589,11080,3393232,1764,79,2669,12458.13,109.1,0.783213333333333,1292.21333333333
2012-01-08,7.2,8071900,6404,10229,1945637,1688,57,2039,12462.47,109.46,0.78272,1292.08
2012-01-07,7.2,8063850,6290,9897,2339391,1390,50,2119,12392.69,108.5,0.78862,1280.7
2012-01-06,6.6,8044650,6211,9902,3348300,2079,72,2614,12359.92,109.54,0.78149,1277.81
2012-01-05,7.22,8046750,6994,11043,3409898,2130,99,2484,12415.7,109.81,0.77331,1281.06
2012-01-04,6.399,8038250,6917,9542,2276381,1446,72,2549,12418.42,110.55,0.76593,1277.3
2012-01-03,5.45,8021250,5636,9255,1654156,1303,68,2592,12413.16,110.326666666667,0.7682,1277.24
2012-01-02,5.29,8023200,5410,9207,3718986,1324,63,2448,12407.9,110.103333333333,0.77047,1277.18
2012-01-01,5.4999,8015100,5809,8531,6562833,1121,31,1918,12402.64,109.88,0.77274,1277.12
2011-12-31,4.47,7998000,4523,7701,1113701,1305,46,2139,12397.38,112.97,0.7716,1277.06
2011-12-30,4.995,8000050,5051,8668,1397811,1166,51,2212,12217.56,111.66,0.77184,1257.6
2011-12-29,4.3,7992000,5024,8976,1643701,1288,47,2268,12287.04,113.3,0.77356,1263.02
2011-12-28,4.09,7974800,5023,8731,2509289,1052,54,2060,12151.41,111.07,0.76499,1249.64
2011-12-27,4.18888,7978600,5211,8289,889486,1206,47,2409,12198.0566666667,111.366666666667,0.76541,1254.90333333333
2011-12-26,4.06,7971100,5571,9349,3079677,956,51,782,12244.7033333333,111.663333333333,0.76583,1260.16666666667
2011-12-25,4.06,7950800,5381,9053,813670,727,31,0,12291.35,111.96,0.76625,1265.43
2011-12-24,4.3897,7954550,4658,8775,1518191,744,46,0,12294,113.59,0.76658,1265.33
2011-12-23,3.9499,7945850,4676,9532,1023275,1080,51,149,12169.65,113.37,0.76593,1254
2011-12-22,4.08,7927050,5740,9685,1228793,1448,62,2865,12107.74,111.12,0.76687,1243.72
2011-12-21,3.99199,7931650,5577,9669,1606610,1282,45,2236,12103.58,108.09,0.76406,1241.3
2011-12-20,4.11,7924750,5667,10326,5997430,1496,61,1769,11991.14,107.69,0.76563,1229.31666666667
2011-12-19,3.36,7917000,6684,10966,6701570,1256,68,1788,11878.7,107.29,0.7672,1217.33333333333
2011-12-18,3.70036,7903850,4632,8828,618547,805,25,1407,11766.26,106.89,0.76877,1205.35
2011-12-17,3.25,7902700,4615,7831,895149,734,42,1378,11866.39,107.54,0.76705,1219.66
2011-12-16,3.2,7895350,4819,7780,2871455,946,48,1756,11868.81,109.28,0.76748,1215.75
2011-12-15,3.23,7880850,4850,8365,1596556,1038,70,1969,11823.48,108.98,0.76994,1211.82
2011-12-14,3.1933,7881850,5476,9481,1199161,966,47,1935,11954.94,108,0.7681,1225.73
2011-12-13,3.33,7875700,5125,9943,791091,1067,74,2013,11977.09,107.933333333333,0.765146666666667,1229.31
2011-12-12,3.3,7858550,4862,9008,4755326,1089,54,2046,11999.24,107.866666666667,0.762193333333333,1232.89
2011-12-11,3.34237,7862050,4924,8796,2623714,1106,35,1658,12021.39,107.8,0.75924,1236.47
2011-12-10,3.04,7855350,5240,8549,687854,720,48,1523,12184.26,104.55,0.74785,1255.19
2011-12-09,3.04,7835800,5588,9793,1211888,1070,53,1776,11997.7,104,0.74932,1234.35
2011-12-08,3.039,7840250,5686,9560,6624823,1058,82,1991,12196.37,104.52,0.74606,1261.01
2011-12-07,3.06,7832700,5787,9481,2434287,1039,68,2246,12150.13,105.72,0.7456,1258.47
2011-12-06,3.082,7812250,7978,10988,1508497,1012,74,2652,12132.6966666667,106.896666666667,0.74607,1258.00666666667
2011-12-05,3.05,7817650,7021,10376,2970889,865,66,2447,12115.2633333333,108.073333333333,0.74654,1257.54333333333
2011-12-04,3.1,7809700,6347,10411,4560606,789,62,1868,12097.83,109.25,0.74701,1257.08
2011-12-03,2.99,7801700,5631,9094,1135469,885,44,1949,12019.42,107.82,0.74521,1244.28
2011-12-02,3.12999,7788200,5533,10573,1441619,1178,84,2131,12020.03,107.91,0.74256,1244.58
2011-12-01,3,7787350,6316,10589,6505257,1480,89,2603,12045.68,108.23,0.74383,1246.96
2011-11-30,3.14,7779500,6840,11715,1263353,1508,74,2857,11555.63,110.07,0.75052,1195.19
2011-11-29,2.959,7763750,6332,11231,5591484,1308,85,3722,11544.7566666667,110.1,0.750653333333333,1194.31
2011-11-28,2.51,7762950,6529,11164,8603686,1070,68,3322,11533.8833333333,110.13,0.750786666666667,1193.43
2011-11-27,2.53899,7756000,5061,9939,2570610,791,46,2849,11523.01,110.16,0.75092,1192.55
2011-11-26,2.4965,7740850,4794,7999,3558624,666,57,2762,11231.78,110.18,0.75112,1158.67
2011-11-25,2.48,7744100,5004,8122,3982593,917,61,2145,11257.55,109.59,0.75013,1161.79
2011-11-24,2.56,7737750,5018,9336,3272310,953,67,2314,11493.72,108.83,0.74895,1188.04
2011-11-23,2.46,7731250,5020,8817,1393328,1201,70,2870,11547.31,111.22,0.73954,1192.98
2011-11-22,2.3,7718450,5620,8805,5973371,1157,68,3245,11630.26,111.23,0.740226666666667,1200.53666666667
2011-11-21,2.35,7719100,4770,8795,3282663,1213,70,2859,11713.21,111.24,0.740913333333333,1208.09333333333
2011-11-20,2.29,7712350,5044,8506,3508423,938,57,1915,11796.16,111.25,0.7416,1215.65
2011-11-19,2.37,7695250,4796,8068,3541108,1066,56,1596,11770.73,109.38,0.7391,1216.13
2011-11-18,2.3,7699200,5169,8745,5101809,1179,54,2069,11905.59,106.08,0.74305,1236.91
2011-11-17,2.38998,7692750,4818,9659,3121487,1178,61,2158,12096.16,106.83,0.74399,1257.81
2011-11-16,2.67,7686200,5596,10600,52127501,1103,80,2499,12091.865,107.065,0.74035,1256.3025
2011-11-15,2.6,7673250,6106,10639,4146264,1195,85,3647,12087.57,107.3,0.73823,1254.795
2011-11-14,2.69,7672300,6442,10912,4539422,1372,65,2159,12083.275,107.535,0.73611,1253.2875
2011-11-13,3.11,7663650,5620,10726,369418,997,61,1818,12078.98,107.77,0.73399,1251.78
2011-11-12,3.099,7650800,5487,9589,4342142,1059,64,1624,12153.68,105.98,0.72532,1263.85
2011-11-11,3.11,7649500,5346,9129,730366,1241,66,1766,11893.79,107.82,0.73475,1239.69
2011-11-10,3.09,7642750,5439,10074,6283628,1559,84,2098,11780.94,109.25,0.73928,1229.1
2011-11-09,3,7627550,6448,11557,14875242,1273,72,2016,12170.18,111.91,0.72325,1275.92
2011-11-08,3.114,7629400,6627,11275,1545422,1262,78,2072,12136.25,111.906666666667,0.724413333333333,1270.98666666667
2011-11-07,3.04,7620950,5748,10896,334690,1063,68,2159,12102.32,111.903333333333,0.725576666666667,1266.05333333333
2011-11-06,3.0289,7604300,5034,10269,286792,896,47,1828,12068.39,111.9,0.72674,1261.12
2011-11-05,3.05,7607650,5021,11062,570239,884,45,1746,11983.24,112.57,0.7252,1253.23
2011-11-04,3.28,7600250,6575,12548,2528474,1210,57,2304,12044.47,114.43,0.72307,1261.15
2011-11-03,3.21874,7581500,6253,11518,3587743,1222,82,2909,11836.04,113.32,0.73046,1237.9
2011-11-02,3.299,7585600,5746,10787,408186,1612,72,3706,11657.96,115.29,0.73228,1218.28
2011-11-01,3.38,7579250,5750,10673,2216727,1343,73,8499,11756.9766666667,115.396666666667,0.728686666666667,1229.95333333333
2011-10-31,3.35,7559300,5182,10403,379673,1398,65,2447,11855.9933333333,115.503333333333,0.725093333333333,1241.62666666667
2011-10-30,3.388,7564400,4956,9209,2243811,1177,71,1692,11955.01,115.61,0.7215,1253.3
2011-10-29,3.39,7557550,4888,9259,829626,1164,64,1606,12231.11,114.75,0.70721,1285.09
2011-10-28,3.82717,7552700,5118,11058,722106,1467,62,2270,12208.55,112.22,0.70552,1284.59
2011-10-27,3.255,7546750,5111,9205,2127148,1503,55,2632,11869.04,110.76,0.72062,1242
2011-10-26,3,7537200,4739,9527,1639365,1681,60,3368,11706.62,110.82,0.71919,1229.05
2011-10-25,2.876,7535900,5226,10204,411436,1441,74,3408,11775.62,109.536666666667,0.718883333333333,1237.43
2011-10-24,3.04,7530450,5282,11426,577297,1724,65,3591,11844.62,108.253333333333,0.718576666666667,1245.81
2011-10-23,3.31,7515000,5919,11390,625118,1289,61,2729,11913.62,106.97,0.71827,1254.19
2011-10-22,3.36,7517800,5114,10417,2946421,1481,72,2236,11808.79,108.43,0.72214,1238.25
2011-10-21,3.3,7512550,4820,10025,774758,1578,78,2794,11541.78,110.01,0.72574,1215.39
2011-10-20,2.59,7507850,5357,10518,1604516,1796,107,3111,11504.62,112.45,0.72648,1209.88
2011-10-19,2.42,7492750,5130,8801,3719688,2019,83,4524,11577.05,110.43,0.7278,1225.38
2011-10-18,2.64999,7495800,4810,9916,4900131,1905,104,4603,11517.0333333333,110.99,0.72773,1217.20666666667
2011-10-17,3.87,7489200,5562,10981,4881096,1979,81,2634,11457.0166666667,111.55,0.72766,1209.03333333333
2011-10-16,3.75996,7482850,4981,11136,498650,1294,54,1690,11397,112.11,0.72759,1200.86
2011-10-15,3.9009000002,7470200,4878,10932,878179,1629,60,1727,11644.49,111.67,0.72051,1224.58
2011-10-14,4.37,7471050,6080,11551,1256284,1604,54,2368,11478.13,111.6,0.72804,1203.66
2011-10-13,4.11455,7464000,4984,10647,797229,2371,76,2758,11518.85,109,0.72506,1207.25
2011-10-12,4.45,7457350,4739,11384,1475436,2189,71,3110,11416.3,111.76,0.73283,1195.54
2011-10-11,4.23,7447800,6498,12312,1373684,2105,83,3125,11421.9266666667,111.866666666667,0.733013333333333,1195.32333333333
2011-10-10,4.14001,7446850,5882,11523,1146543,1570,79,2563,11427.5533333333,111.973333333333,0.733196666666667,1195.10666666667
2011-10-09,4.25937,7441550,5530,10536,2158599,1467,57,2132,11433.18,112.08,0.73338,1194.89
2011-10-08,4.79,7425450,5623,10976,1289094,1506,66,1724,11103.12,112.92,0.74705,1155.46
2011-10-07,4.594,7429500,5674,10939,663161,1641,60,2364,11123.33,114.33,0.74466,1164.97
2011-10-06,4.85,7423050,5509,11840,8170252,1576,65,2181,10939.95,112.45,0.74963,1144.03
2011-10-05,5.03,7416650,6004,11909,715372,1356,65,3275,10808.71,112.44,0.75018,1123.95
2011-10-04,5.025,7402350,5809,12453,769034,1462,41,2804,10757.5733333333,111.366666666667,0.75274,1115.71
2011-10-03,5.03,7403150,5316,11909,499542,1653,55,2832,10706.4366666667,110.293333333333,0.7553,1107.47
2011-10-02,5.27,7396650,6273,11545,980016,1173,39,1963,10655.3,109.22,0.75786,1099.23
2011-10-01,5.16,7379750,5374,10163,1319649,1236,51,1772,10913.38,109.49,0.74845,1131.42
2011-09-30,5.3,7383600,5584,11283,1356970,1402,50,2595,11153.98,106.56,0.73606,1160.4
2011-09-29,4.95,7376800,5762,11409,347003,1513,54,2330,11010.9,104.38,0.73868,1151.06
2011-09-28,4.809,7370650,6017,10806,651664,1496,48,1941,11190.69,103.77,0.73625,1175.38
2011-09-27,4.989,7357650,5795,16396,1524821,1585,81,1881,11153.9825,103.2875,0.737416666666667,1172.2725
2011-09-26,5.49,7357300,6055,16854,3051776,1732,68,1988,11117.275,102.805,0.738583333333333,1169.165
2011-09-25,5.46014,7350500,5722,17160,261754,1151,56,1531,11080.5675,102.3225,0.73975,1166.0575
2011-09-24,5.5,7335000,5671,17523,633908,1300,66,1605,11043.86,101.84,0.73817,1162.95
2011-09-23,5.8,7336550,6231,17920,1215758,1844,73,1957,10771.48,103.61,0.74179,1136.43
2011-09-22,5.70653,7330350,6139,17019,764978,1830,80,1966,10733.83,105.42,0.73605,1129.56
2011-09-21,5.83001,7312700,6808,14757,736553,1874,66,2111,11124.84,107.08,0.73025,1166.76
2011-09-20,5.89,7316150,8078,18674,1913594,1783,64,2363,11219.4466666667,107.56,0.73183,1178.53666666667
2011-09-19,6.795,7308750,6653,18459,801936,1735,77,1957,11314.0533333333,108.04,0.73341,1190.31333333333
2011-09-18,5.6,7290600,6272,12541,376498,1648,67,1749,11408.66,108.52,0.73499,1202.09
2011-09-17,5.18,7295700,5775,10988,1534108,1689,74,1810,11401.01,109.54,0.72985,1204.09
2011-09-16,5.022,7287350,6209,12148,1517145,1738,80,2100,11509.09,107.9,0.72103,1216.01
2011-09-15,5.23,7281200,6042,12058,1177980,1929,76,2406,11433.18,109.17,0.72748,1209.11
2011-09-14,6.19,7267500,6040,12408,2851952,1780,84,2302,11246.73,109.21,0.73067,1188.68
2011-09-13,5.9900000009,7267500,6519,13152,6386033,2298,110,2309,11199.77,110.893333333333,0.73113,1183.41
2011-09-12,6.25,7259900,6564,13053,2165748,2191,117,2265,11152.81,112.576666666667,0.73159,1178.14
2011-09-11,6.49,7244900,6422,12860,10769893,1750,79,2118,11105.85,114.26,0.73205,1172.87
2011-09-10,7.4,7246600,5993,12955,1844114,0,0,2400,11061.12,114.39,0.73525,1162.27
2011-09-09,6.2089200002,7239700,6453,13186,6691451,2477,68,3453,10992.13,112.89,0.71921,1154.23
2011-09-08,7.53,7222300,7266,13070,1550330,2396,100,3550,11295.81,116.26,0.70994,1185.9
2011-09-07,7.31509,7225550,7090,13362,2934569,2511,128,3075,11414.86,116.71,0.71412,1198.62
2011-09-06,7.59916,7219300,7178,14446,3360323,3180,98,2881,11323.0066666667,115.506666666667,0.713106666666667,1187.49333333333
2011-09-05,8.56,7199550,7705,15423,2473421,2460,109,2556,11231.1533333333,114.303333333333,0.712093333333333,1176.36666666667
2011-09-04,8.467,7204450,7258,15971,434634,2530,115,2100,11139.3,113.1,0.71108,1165.24
2011-09-03,8.5939999988,7196750,6612,14161,458109,2162,103,2073,11240.26,114.08,0.70633,1173.97
2011-09-02,8.46,7177200,6325,13795,2273146,2888,134,2971,11493.57,114.75,0.70116,1204.42
2011-09-01,8.4989,7183350,7203,13891,620014,2713,127,3092,11613.53,115.1,0.69567,1218.89
2011-08-31,8.4493399997,7175250,7222,13820,490704,2715,125,3188,11559.95,117.99,0.69285,1212.92
2011-08-30,9.4,7168900,7280,15081,656852,2796,110,2791,11553.05,117.826666666667,0.6914,1211.97333333333
2011-08-29,9.15031,7154850,8094,14933,3352388,2179,114,2846,11546.15,117.663333333333,0.68995,1211.02666666667
2011-08-28,9.4811,7153600,7807,17103,684416,1893,97,2397,11539.25,117.5,0.6885,1210.08
2011-08-27,10.01,7147350,5453,16982,22831821,1831,129,2584,11284.54,113.29,0.68989,1176.8
2011-08-26,9.11,7132800,7421,16681,6262864,2366,146,3483,11149.82,115.92,0.69575,1159.27
2011-08-25,10.3,7135100,7479,19914,13596409,2512,130,4888,11320.71,116.43,0.69385,1177.6
2011-08-24,11.47,7127400,7082,19095,683896,1909,142,8195,11176.76,116.48,0.69266,1162.35
2011-08-23,11.4,7109950,7277,17886,514253,2125,128,3550,11069.39,116.183333333333,0.693883333333333,1149.50666666667
2011-08-22,11.49,7114450,7425,21892,1095403,1877,139,3464,10962.02,115.886666666667,0.695106666666667,1136.66333333333
2011-08-21,11.75,7105950,7924,20093,314731,1795,102,7062,10854.65,115.59,0.69633,1123.82
2011-08-20,11.59,7087150,7191,18708,877894,1671,92,2610,10817.65,112.29,0.69593,1123.53
2011-08-19,11.798,7089900,7125,19019,921109,2520,102,3632,10990.58,111.91,0.69811,1140.65
2011-08-18,11.39,7082650,7787,18093,1278380,2441,141,4136,11410.21,111.91,0.69304,1193.89
2011-08-17,11.67,7064600,7722,18383,1178375,2616,132,4417,11409.14,110.35,0.69454,1193.6075
2011-08-16,11.3,7068000,8128,16997,468794,3053,111,3193,11408.07,109.843333333333,0.693893333333333,1193.325
2011-08-15,11.4,7061550,9259,16081,1316917,2248,104,3056,11407,109.336666666667,0.693246666666667,1193.0425
2011-08-14,11.89,7054800,7471,16500,487546,1943,94,2445,11405.93,108.83,0.6926,1192.76
2011-08-13,11.24,7042100,7621,19243,949401,1848,113,2253,11482.9,109.37,0.70057,1204.49
2011-08-12,10.35,7041500,7386,14112,659033,2520,134,2884,11269.02,108.36,0.70292,1178.81
2011-08-11,9.89520343,7035100,7596,14031,834290,2683,130,3203,11143.31,111.37,0.70798,1172.64
2011-08-10,10.4959,7019250,8116,16032,761570,2612,132,3318,10719.94,109.69,0.69526,1120.76
2011-08-09,9.66,7021500,8382,20710,667313,2987,153,4302,10893.2166666667,109.423333333333,0.698733333333333,1138.01666666667
2011-08-08,12.1,7013200,7267,20864,3148989,2940,120,5370,11066.4933333333,109.156666666667,0.702206666666667,1155.27333333333
2011-08-07,8.89,6996800,7110,18130,3250893,3087,129,4365,11239.77,108.89,0.70568,1172.53
2011-08-06,11.42,7000100,6725,17405,1798043,3016,118,4912,10809.85,108.17,0.69959,1119.46
2011-08-05,11,6993650,7360,18171,3361298,3056,125,6556,11444.61,107.82,0.71088,1199.38
2011-08-04,11.55,6987450,7308,18013,1187052,3410,149,4352,11383.68,103.84,0.69672,1200.07
2011-08-03,13.37,6974500,8251,15066,2087153,3431,147,5678,11896.44,103.63,0.70555,1260.34
2011-08-02,13.1,6973900,8817,15703,1519296,3273,151,4642,11886.5,103.44,0.704086666666667,1258.24333333333
2011-08-01,13.45,6952250,8813,19473,1125450,2654,127,3959,11876.56,103.25,0.702623333333333,1256.14666666667
2011-07-31,14.06,6958600,8032,21881,1800072,2896,119,3102,11866.62,103.06,0.70116,1254.05
2011-07-30,14.8999,6949850,6209,20480,1776355,2470,122,2809,12132.49,106.92,0.6962,1286.94
2011-07-29,13.8,6930000,6854,18672,847466,3369,131,3605,12143.24,110.22,0.69774,1292.28
2011-07-28,14.1,6933850,7460,22503,1865533,3016,142,4148,12240.11,113.74,0.69575,1300.67
2011-07-27,14,6925800,7995,22225,640812,3225,173,4651,12302.55,116.02,0.68927,1304.89
2011-07-26,14.13,6907950,8329,20882,791042,3041,180,4524,12368.8,116.136666666667,0.691453333333333,1313.90666666667
2011-07-25,14.16,6908450,8401,23494,824690,2999,173,5611,12435.05,116.253333333333,0.693636666666667,1322.92333333333
2011-07-24,14.7399,6885850,8219,22766,696956,2509,143,3624,12501.3,116.37,0.69582,1331.94
2011-07-23,13.979999,6892150,7866,20708,567402,2679,145,3286,12592.8,115.93,0.695,1337.43
2011-07-22,13.94,6883350,8034,21517,488297,3027,148,3846,12681.16,118.16,0.69348,1345.02
2011-07-21,13.9389,6863850,8163,21044,421822,3100,150,4646,12724.41,117.99,0.70077,1343.8
2011-07-20,13.9389,6868950,8608,22713,4736132,3404,156,7009,12571.91,118.14,0.70557,1325.84
2011-07-19,13.93,6861200,8545,21575,2246135,3621,163,6482,12577.08,118.183333333333,0.706586666666667,1326.13666666667
2011-07-18,14.7,6841800,8976,23514,13063137,3500,188,5531,12582.25,118.226666666667,0.707603333333333,1326.43333333333
2011-07-17,13.6901,6845850,8185,19515,881543,2808,148,3951,12587.42,118.27,0.70862,1326.73
2011-07-16,14.25,6838200,9110,22354,464355,3132,177,3989,12385.16,118.99,0.70806,1305.44
2011-07-15,14.1,6819700,8148,21625,693014,3533,176,5226,12479.73,118.25,0.70635,1316.14
2011-07-14,14.3,6821800,8630,21025,956043,3821,199,10529,12437.12,118.52,0.70253,1308.87
2011-07-13,14.52,6813750,8419,25498,996321,3760,215,7365,12491.61,118.18,0.71587,1317.72
2011-07-12,14.15,6797650,8147,19827,735356,3944,201,4027,12476.7,117.803333333333,0.714653333333333,1316.36
2011-07-11,14.63988,6796900,8795,20971,6034880,3966,204,4267,12461.79,117.426666666667,0.713436666666667,1315
2011-07-10,15.16,6789700,9867,20304,1270279,3074,179,3281,12446.88,117.05,0.71222,1313.64
2011-07-09,15.68,6775650,7851,19626,758174,3216,174,3849,12505.76,118.06,0.70413,1319.49
2011-07-08,15,6775050,8397,20921,1083716,4053,194,4677,12657.2,117.38,0.69616,1343.8
2011-07-07,16.44,6767150,8211,19803,1313169,4560,201,6667,12719.49,118.46,0.69776,1353.22
2011-07-06,16.25,6753650,10519,22736,2884920,4664,250,5776,12626.02,117.36,0.69309,1339.22
2011-07-05,16.5,6753000,11053,23786,4543668,4574,206,5596,12607.3033333333,117.356666666667,0.691106666666667,1338.77333333333
2011-07-04,15.74,6731650,8481,17861,861964,4266,192,4915,12588.5866666667,117.353333333333,0.689123333333333,1338.32666666667
2011-07-03,15.85,6737650,8364,19736,1112033,3529,174,4548,12569.87,117.35,0.68714,1337.88
2011-07-02,15.7,6729450,7973,19140,886321,3778,188,4797,12582.77,117.4,0.68776,1339.67
2011-07-01,17.38,6709600,9454,31999,1601270,4375,255,6461,12414.34,117.4,0.6898,1320.64
2011-06-30,17,6712700,9636,20208,3262597,4542,266,7346,12261.42,113.55,0.69066,1307.41
2011-06-29,17.5,6703700,9885,20088,2168932,4568,299,8301,12188.69,113.21,0.69648,1296.67
2011-06-28,17.89,6687550,10158,21640,18188877,5298,325,7566,12140.3133333333,112.08,0.697146666666667,1291.14666666667
2011-06-27,17.52,6685800,11751,25710,8625037,5184,330,8898,12091.9366666667,110.95,0.697813333333333,1285.62333333333
2011-06-26,18,6665550,11438,24689,1382669,5115,303,7178,12043.56,109.82,0.69848,1280.1
2011-06-25,16.95,6670150,10298,20531,1601867,5548,315,6271,11934.58,111.71,0.70565,1268.45
2011-06-24,17.6,6662400,10922,21877,2559619,5796,400,9482,12050,111.49,0.70077,1283.5
2011-06-23,16.7501,6643550,11134,22763,2331781,5679,378,14356,12109.67,107.57,0.6986,1287.14
2011-06-22,15.39,6621350,10512,22014,1697123,6188,400,21183,12190.01,104.57,0.69533,1295.52
2011-06-21,15.05,6630950,9704,21761,2213245,7289,515,18288,12153.4666666667,104.625,0.69624,1289.8
2011-06-20,15.5,6599250,9152,19981,13712116,7017,654,28395,12116.9233333333,104.68,0.69715,1284.08
2011-06-19,17.6,6605900,11278,23113,7006559,6280,757,13709,12080.38,104.735,0.69806,1278.36
2011-06-18,18.8766,6577250,11563,22951,3500241,5147,550,13643,12004.36,104.79,0.70003,1271.5
2011-06-17,17.2,6583350,12025,23543,21641611,5511,666,18773,11961.52,108.27,0.70427,1267.64
2011-06-16,19.99,6573250,11548,22736,5329505,5049,756,20815,11897.27,113.59,0.70512,1265.42
2011-06-15,19.96,6555250,12605,23970,20536752,5005,497,21943,12076.11,112.02,0.69204,1287.87
2011-06-14,20,6533200,14172,26175,53532635,4258,448,15176,12045.325,112.083333333333,0.69257,1283.86
2011-06-13,24.87,6540100,12602,23877,15580070,5236,629,20674,12014.54,112.146666666667,0.6931,1279.85
2011-06-12,24.5,6511100,12440,23112,16890554,6219,624,21808,11983.755,112.21,0.69363,1275.84
2011-06-11,24.99,6516600,11668,21909,21938305,4948,462,22021,11952.97,113.74,0.69771,1271.83
2011-06-10,32.34,6489100,11162,20896,8901992,5510,585,14927,11951.91,114.69,0.68891,1270.98
2011-06-09,35,6493100,12176,22685,16054550,5532,712,17339,12124.36,114.67,0.68484,1289
2011-06-08,31.5,6467050,12167,22272,16588929,5781,733,17099,12048.94,120.35,0.68092,1279.56
2011-06-07,19.19,6471200,11394,20730,1689044,4895,494,11179,12056.23,120.396666666667,0.682523333333333,1281.35333333333
2011-06-06,19.06,6445000,9703,17873,10724343,4429,440,14992,12063.52,120.443333333333,0.684126666666667,1283.14666666667
2011-06-05,19.23,6453600,9808,17688,8895799,3763,400,11515,12070.81,120.49,0.68573,1284.94
2011-06-04,15.05,6422950,8161,14944,3097601,3288,375,10786,12089.96,118.71,0.68236,1286.17
2011-06-03,17.41,6430700,8441,14972,24645102,3710,408,20611,12151.26,119.95,0.69032,1300.16
2011-06-02,14.3,6419900,8374,14800,4077259,3080,414,19053,12248.55,118.43,0.69711,1312.94
2011-06-01,9.47,6400900,7157,12768,1280720,2510,348,14787,12290.14,116.14,0.6931,1314.55
2011-05-31,9.391,6400250,6063,11804,2462533,2840,415,13652,12383.3566666667,115.893333333333,0.694803333333333,1324.76666666667
2011-05-30,9.4998,6378750,6203,12252,2520990,2361,242,5250,12476.5733333333,115.646666666667,0.696506666666667,1334.98333333333
2011-05-29,8.68,6383850,4835,10010,697189,2148,173,4927,12569.79,115.4,0.69821,1345.2
2011-05-28,8.4992,6376200,5013,9810,1595206,1854,186,4405,12441.58,115.09,0.69943,1331.1
2011-05-27,8.735,6356650,5054,9834,3026199,2353,210,5210,12402.76,114.3,0.70746,1325.69
2011-05-26,7.95,6359800,5491,9863,3133931,2480,245,7221,12394.66,116.15,0.70998,1320.47
2011-05-25,9.33,6334600,6258,12714,4136891,2350,285,14424,12356.21,117.18,0.70927,1316.28
2011-05-24,7.51,6312600,6172,12928,1195519,2127,253,8804,12364.56,116.403333333333,0.71032,1316.64333333333
2011-05-23,6.81,6319400,5562,10691,1350381,2055,257,5857,12372.91,115.626666666667,0.71137,1317.00666666667
2011-05-22,7.45,6290400,5282,9506,1228059,1678,199,5676,12381.26,114.85,0.71242,1317.37
2011-05-21,6.61,6290800,5447,9823,4656426,1631,204,6959,12512.04,115.06,0.70893,1333.27
2011-05-20,7.28,6268350,4822,9193,2916753,2036,289,10420,12605.32,114.47,0.69851,1343.6
2011-05-19,7.1,6267450,4663,10305,4789626,2018,297,14503,12560.18,112.52,0.7015,1340.68
2011-05-18,7.34,6246150,5131,11265,2324178,2190,219,7434,12479.58,110.13,0.70082,1328.98
2011-05-17,8.47,6224100,4997,9918,14095084,2061,294,11788,12502.51,110.503333333333,0.70265,1329.14333333333
2011-05-16,8.38901,6233050,4349,9982,2189938,1351,228,21007,12525.44,110.876666666667,0.70448,1329.30666666667
2011-05-15,8.5,6202050,4160,9243,4897291,1627,117,2615,12548.37,111.25,0.70631,1329.47
2011-05-14,8.56,6208850,3990,7124,2872402,1382,149,2198,12595.75,113.2,0.71033,1337.77
2011-05-13,8.9,6180050,4064,7459,7054448,1781,158,2679,12695.92,112.54,0.70235,1348.65
2011-05-12,8.45,6185050,4404,7624,11597997,1498,165,2405,12630.03,109.39,0.70368,1342.08
2011-05-11,5.41,6175000,2636,4914,5846208,1600,165,2518,12760.36,113.72,0.69391,1357.16
2011-05-10,6.065,6157900,3151,5567,2824118,1669,137,2273,12735.1333333333,113.506666666667,0.694473333333333,1353.53666666667
