date,btc_price,total_btc,transactions,addresses,days_destroyed,new_posts,new_members,wikiviews,djia,oil_price,exrate,spx500
2016-07-01,667.95,15721925,210409,375377,5791622,11434,777,4450,17949.37,47.65,0.90041,2102.95
2016-06-30,671.4,15717325,231960,402792,16069593,12040,856,5055,17929.99,48.05,0.89863,2098.86
2016-06-29,637.95,15714300,224112,370956,3544203,12755,788,5279,17694.68,48.4,0.90302,2070.77
2016-06-28,651.85,15710650,213058,428929,3647608,13043,808,5453,17599.6933333333,47.6966666666667,0.90463,2059.21
2016-06-27,646.7,15706025,217029,379861,6363871,13163,892,7125,17504.7066666667,46.9933333333333,0.90624,2047.65
2016-06-26,627.39,15703275,183755,387274,11954686,12293,594,3496,17409.72,46.29,0.90785,2036.09
2016-06-25,665,15699625,210998,409197,9664169,11273,575,7791,17140.24,45.07,0.90613,2000.54
2016-06-24,660.6,15695000,237625,437104,4312699,12979,657,13085,17400.75,46.69,0.88308,2037.41
2016-06-23,624.54,15692350,241300,442288,8432824,12838,626,5603,18011.07,48.63,0.88275,2113.32
2016-06-22,664.46,15688850,235641,422909,6866219,13931,563,5454,17780.83,48.43,0.88884,2085.45
2016-06-21,665.95,15683900,248164,468641,16229732,13166,556,6803,17797.13,48.3466666666667,0.886946666666667,2086.6
2016-06-20,729.19,15681900,249334,465872,8612056,13955,551,6360,17813.43,48.2633333333333,0.885053333333333,2087.75
2016-06-19,751.96,15677800,218298,414283,6447937,13051,441,3726,17829.73,48.18,0.88316,2088.9
2016-06-18,754.36,15672725,235317,423334,7364360,13517,609,3596,17804.87,48.68,0.88113,2083.25
2016-06-17,743.91,15669425,253752,456749,15850046,14729,718,5347,17675.16,46.57,0.88873,2071.22
2016-06-16,693.88,15665700,267870,471278,20089129,16068,760,5441,17733.1,45.66,0.88789,2077.99
2016-06-15,692.28,15661675,259202,445830,20298060,14905,695,5455,17640.17,47.47,0.89182,2071.5
2016-06-14,685.24,15658175,247632,407360,11253165,15209,769,5839,17648.8325,47.5725,0.889766666666667,2072.455
2016-06-13,665.85,15654875,251354,451922,29197670,15183,750,6523,17657.495,47.675,0.887713333333333,2073.41
2016-06-12,664.8465,15650600,210711,411623,12480889,13589,611,3483,17666.1575,47.7775,0.88566,2074.365
2016-06-11,594.4399875,15647200,213159,375798,6521830,11449,670,3082,17674.82,47.88,0.88968,2075.32
2016-06-10,574.32,15643300,228367,407301,7500137,12105,652,4389,17732.48,49.36,0.88378,2079.06
2016-06-09,575.2941375,15639500,236353,426447,6309834,12163,775,5030,17865.34,49.7,0.87665,2096.07
2016-06-08,578.68,15635575,229933,393284,5428412,13079,697,5172,17985.19,50.59,0.88045,2115.48
2016-06-07,583.72,15631975,248576,424994,16499300,13039,808,5263,17991.81,50.6366666666667,0.88029,2116.69333333333
2016-06-06,584.5,15628425,221171,414350,7129280,11721,691,6411,17998.43,50.6833333333333,0.88013,2117.90666666667
2016-06-05,574.02,15624225,190528,370336,5168095,11083,669,4624,18005.05,50.73,0.87997,2119.12
2016-06-04,567.88,15617375,196665,368869,4593989,10779,757,3168,17938.28,49.76,0.88098,2112.13
2016-06-03,568,15617000,234669,402066,4668712,10944,743,4613,17920.33,48.94,0.8967,2109.41
2016-06-02,539.99,15613450,231099,388996,20083252,11380,706,5138,17807.06,48.5,0.89373,2099.13
2016-06-01,531.97,15610000,234385,405301,8697892,12932,643,5660,17838.56,49.05,0.89799,2105.26
2016-05-31,531.15,15606225,215249,392767,8772372,12284,581,7279,17822.2633333333,48.97,0.897656666666667,2103.28333333333
2016-05-30,525.15,15603250,211369,415243,9402952,11280,638,5772,17805.9666666667,48.89,0.897323333333333,2101.30666666667
2016-05-29,526.64,15599650,178742,354651,12309068,10547,538,3187,17789.67,48.81,0.89699,2099.33
2016-05-28,522.43,15595100,193054,377266,9737890,10777,569,3624,17787.2,49.26,0.90009,2096.96
2016-05-27,470.29,15592650,215296,407025,34641613,11019,613,4277,17873.22,49.09,0.89349,2099.06
2016-05-26,448.7,15589175,220093,364137,5391198,11740,660,4513,17828.29,49.52,0.89614,2090.1
2016-05-25,447.94,15584025,247841,397464,8454797,12139,667,4688,17851.51,48.87,0.89783,2090.54
2016-05-24,445.34,15582350,246517,407284,6443522,13770,692,5199,17803.0233333333,48.72,0.895746666666667,2085.71333333333
2016-05-23,438.47,15578675,222755,414216,4020462,11083,660,5042,17754.5366666667,48.57,0.893663333333333,2080.88666666667
2016-05-22,438,15572925,184348,338084,4662755,9294,535,3254,17706.05,48.42,0.89158,2076.06
2016-05-21,443.89,15569575,191461,358023,10674805,9669,520,3090,17492.93,47.77,0.89113,2048.04
2016-05-20,436.05,15566050,209396,354677,11491713,10706,515,4697,17500.94,48.54,0.89238,2052.32
2016-05-19,441.87,15561800,219145,372460,7133693,11136,568,7821,17435.4,47.01,0.89103,2040.04
2016-05-18,452.9,15559325,235084,413891,7753129,11420,565,6193,17526.62,48.93,0.8837,2047.63
2016-05-17,454,15555500,238626,393224,50142566,10972,504,5182,17527.74,48.8566666666667,0.8837,2047.49
2016-05-16,454.88,15550675,239809,424856,7705401,9641,469,8069,17528.86,48.7833333333333,0.8837,2047.35
2016-05-15,457.08,15548450,200171,350006,2269483,9148,484,7277,17529.98,48.71,0.8837,2047.21
2016-05-14,455.82,15544975,211280,369111,9251951,9374,500,7314,17710.71,48.49,0.88363,2066.66
2016-05-13,456.82,15539600,232146,378733,5226677,9772,541,4819,17535.32,47.05,0.87897,2046.61
2016-05-12,454.7,15537575,228409,373340,4977706,9693,545,5809,17720.5,46.43,0.87512,2064.11
2016-05-11,450.78,15534100,234412,383199,7497752,10120,586,6179,17711.12,46.08,0.87917,2064.46
2016-05-10,450,15528450,245721,405856,8664874,10298,547,6873,17783.53,45.39,0.87882,2071.10333333333
2016-05-09,461.63,15526825,226451,405890,5966036,9669,489,6948,17855.94,44.7,0.87847,2077.74666666667
2016-05-08,459.02,15522500,185562,349946,2964120,8839,465,4727,17928.35,44.01,0.87812,2084.39
2016-05-07,459.04,15517375,202062,337042,11776159,9047,452,4848,17705.91,42.43,0.87812,2058.69
2016-05-06,460.91,15514600,233232,374471,4554881,8961,487,9122,17740.63,44.6,0.87673,2057.14
2016-05-05,446.84,15510550,229580,374537,4003861,9959,534,13910,17660.71,44.39,0.87009,2050.63
2016-05-04,447.37,15506275,233691,394207,5699162,9810,519,10996,17651.26,43.08,0.86926,2051.12
2016-05-03,450.96,15502500,235609,374877,2694918,9980,465,22702,17684.4766666667,43.0833333333333,0.868733333333333,2055.20333333333
2016-05-02,453,15495100,223785,391943,3280376,10515,576,41267,17717.6933333333,43.0866666666667,0.868206666666667,2059.28666666667
2016-05-01,451.9,15494800,191430,370083,5739322,9174,434,2885,17750.91,43.09,0.86768,2063.37
2016-04-30,447.17,15490925,215712,370399,3805040,8769,414,2915,17891.16,45.82,0.87237,2081.43
2016-04-29,449.98,15483925,261884,426515,7399484,9291,456,4520,17773.64,45.64,0.8806,2065.3
2016-04-28,450,15483325,247957,374956,5513982,10195,515,5544,17830.76,45.6,0.88269,2075.81
2016-04-27,447.31,15479950,239435,386129,5987258,11817,547,4996,18041.55,44.17,0.88503,2095.15
2016-04-26,462.5,15476725,250744,436154,7955625,11891,597,5450,18024.4733333333,44.0933333333333,0.885816666666667,2094
2016-04-25,463.86,15472750,217564,407004,13225144,10174,569,5291,18007.3966666667,44.0166666666667,0.886603333333333,2092.85
2016-04-24,459.4,15469775,183155,377166,6244225,9281,539,3786,17990.32,43.94,0.88739,2091.7
2016-04-23,447.7,15466475,185216,366327,4753074,9914,646,3487,17977.24,42.97,0.89015,2087.79
2016-04-22,447.25,15461600,210976,359204,5847194,11641,646,5160,18003.75,43.97,0.88558,2091.58
2016-04-21,451,15459300,212795,401683,4427440,12124,718,5277,17982.52,43.48,0.88456,2091.48
2016-04-20,435.95,15455525,216780,371250,5792286,11862,716,4954,18096.27,43.09,0.88031,2102.4
2016-04-19,435.91,15450600,226511,389402,4352130,12042,785,5876,18082.0466666667,43.0666666666667,0.881623333333333,2101.86666666667
2016-04-18,427.28,15446725,203165,391408,4472801,11423,765,4644,18067.8233333333,43.0433333333333,0.882936666666667,2101.33333333333
2016-04-17,430.58,15443350,191478,351044,4339783,10417,602,3075,18053.6,43.02,0.88425,2100.8
2016-04-16,429.43,15439500,182004,357397,3920340,10829,612,2794,18004.16,41.64,0.88496,2094.34
2016-04-15,429.09,15435950,216850,368762,4521966,11826,620,4089,17897.46,41.32,0.88731,2080.73
2016-04-14,423.87,15432325,230281,415731,3809420,11193,623,4707,17926.43,43.02,0.8866,2082.78
2016-04-13,424.61,15428375,223506,355716,5444067,12691,755,5180,17908.28,42.81,0.87835,2082.42
2016-04-12,425.89,15424275,240200,418258,9581351,13422,675,4951,17845.9366666667,42.88,0.877633333333333,2075.52
2016-04-11,420.75,15420475,217378,414497,9141027,11189,704,5216,17783.5933333333,42.95,0.876916666666667,2068.62
2016-04-10,421.63,15417250,186954,320083,8538101,10621,576,3281,17721.25,43.02,0.8762,2061.72
2016-04-09,417.73,15412350,207555,353010,4056701,10915,640,2926,17556.41,41.58,0.87696,2041.99
2016-04-08,419.95,15406175,215441,370187,4788319,11488,642,5280,17576.96,40.71,0.8792,2047.6
2016-04-07,420.33,15404775,218463,372004,24288622,12005,589,4757,17541.96,37.15,0.87681,2041.91
2016-04-06,421.09,15401125,218585,400648,7302338,11489,573,4769,17716.05,37.77,0.87858,2066.66
2016-04-05,419.71,15395075,216684,395942,6063273,11684,616,4822,17678.4733333333,37.14,0.8784,2059.49666666667
2016-04-04,418.99,15393525,208929,404374,6160653,11169,604,4537,17640.8966666667,36.51,0.87822,2052.33333333333
2016-04-03,418.07,15389425,176722,362201,4027577,11157,523,2967,17603.32,35.88,0.87804,2045.17
2016-04-02,416.31,15383775,196651,394636,6076690,10792,527,2694,17737,36.05,0.87796,2066.13
2016-04-01,416.25,15382000,211922,332670,7903038,11568,699,4141,17792.75,36.42,0.87876,2072.78
2016-03-31,416.94,15378575,208976,340536,9464729,12209,970,4537,17685.09,36.75,0.88225,2059.74
2016-03-30,415.83,15375450,207906,402557,6392872,11185,743,4826,17716.66,36.75,0.88558,2063.95
2016-03-29,414,15372675,197409,341678,6543848,11391,797,4999,17688.81,36.75,0.887933333333333,2060.97
2016-03-28,422.96,15367225,181300,355562,5530384,9929,779,4258,17660.96,36.75,0.890286666666667,2057.99
2016-03-27,416.96,15361625,161486,310868,4680764,9308,649,2850,17633.11,36.75,0.89264,2055.01
2016-03-26,415.71,15359850,159049,323407,8493920,10115,812,2772,17535.39,38.33,0.89606,2037.05
2016-03-25,416.44,15356175,173609,332910,7350787,10242,693,3739,17515.73,38.33,0.89542,2035.94
2016-03-24,417.96,15350500,194985,381250,5199601,10256,679,5104,17509.16,38.585,0.89437,2036.325
2016-03-23,417.8,15348775,186808,322191,3777378,10811,599,4540,17502.59,38.84,0.89103,2036.71
2016-03-22,415.35,15345000,210488,391714,11801688,10045,654,4449,17529.25,39.4066666666667,0.890686666666667,2041.07333333333
2016-03-21,411.81,15339400,189228,375082,11645059,11520,738,4242,17555.91,39.9733333333333,0.890343333333333,2045.43666666667
2016-03-20,410.77,15338125,178143,352210,3622325,10575,566,2986,17582.57,40.54,0.89,2049.8
2016-03-19,405.59,15334350,188863,358458,5470824,10190,620,2584,17623.87,39.91,0.8866,2051.6
2016-03-18,418.49,15330975,203578,364177,7462200,11044,813,4131,17602.3,39.26,0.88355,2049.58
2016-03-17,418.64,15328300,208319,394142,8138323,11076,857,4698,17481.49,39.29,0.89135,2040.59
2016-03-16,415.99,15324150,215973,371938,9668809,11351,785,5189,17325.76,38.38,0.90017,2027.22
2016-03-15,414.99,15319900,197677,367761,7241786,10658,709,5892,17301.0166666667,38.0833333333333,0.90036,2023.45666666667
2016-03-14,414.78,15317150,191341,367761,12899791,10234,348,5868,17276.2733333333,37.7866666666667,0.90055,2019.69333333333
2016-03-13,413.89,15316100,187401,351625,7159057,9570,478,3233,17251.53,37.49,0.90074,2015.93
2016-03-12,420.11,15312325,141116,310285,6872784,9386,772,3069,17229.13,38.06,0.89542,2019.64
2016-03-11,421.22,15306100,189816,352895,5401270,9713,801,4399,17213.31,39.41,0.89458,2022.19
2016-03-10,416,15301350,192611,366983,20594123,9843,706,4794,16995.13,38.63,0.91,1989.57
2016-03-09,412.15,15295025,187623,330958,8169703,10511,549,4948,17000.36,40.26,0.90876,1989.26
2016-03-08,412.39,15293200,200298,363851,9755702,10377,565,5527,16988.2733333333,39.8933333333333,0.90843,1985.92666666667
2016-03-07,411.94,15289850,183530,327348,15017014,10278,660,5738,16976.1866666667,39.5266666666667,0.9081,1982.59333333333
2016-03-06,399.17,15283925,171486,312335,6671077,9535,900,3691,16964.1,39.16,0.90777,1979.26
2016-03-05,401,15282500,234992,422768,32002913,10795,1478,3345,17073.95,39.02,0.90959,2001.76
2016-03-04,416.48,15278525,212104,377324,8296806,10486,1512,4627,17006.77,37.61,0.91333,1999.99
2016-03-03,422.5,15272850,221257,410737,15341988,11479,1444,5337,16943.9,35.75,0.92005,1993.4
2016-03-02,429.99,15271400,270206,483756,10157893,11066,1161,5273,16899.32,36.38,0.91946,1986.45
2016-03-01,431.87,15267475,260619,483492,39666548,12144,1108,5490,16887.9066666667,36.1633333333333,0.919093333333333,1983.75
2016-02-29,431.89,15264275,265695,470332,12020988,11053,981,4999,16876.4933333333,35.9466666666667,0.918726666666667,1981.05
2016-02-28,433.47,15261700,233436,412223,9370889,10249,1030,3482,16865.08,35.73,0.91836,1978.35
2016-02-27,432,15257175,182423,386100,5540260,10421,1411,3389,16516.5,35.92,0.91542,1932.23
2016-02-26,423.46,15253900,209880,404307,4543374,11187,1408,4700,16639.97,35.76,0.90703,1948.05
2016-02-25,421.4,15250450,216290,412050,13540000,11515,2876,5434,16697.29,32.83,0.90794,1951.7
2016-02-24,423.1,15246525,225112,382913,6204846,11179,1217,5563,16644.215,32.4975,0.90686,1946.225
2016-02-23,436.76,15243450,246578,464117,5344300,11148,1882,5828,16591.14,32.165,0.906833333333333,1940.75
2016-02-22,438.5,15239350,237696,469044,5332115,11137,1135,6399,16538.065,31.8325,0.906806666666667,1935.275
2016-02-21,434.67,15236825,209276,442857,5540357,10976,1019,5212,16484.99,31.5,0.90678,1929.8
2016-02-20,419.98,15233675,225259,440841,8038527,11431,1068,5205,16431.78,31.9,0.89896,1921.27
2016-02-19,418.02,15228100,217436,411494,7314970,11517,1519,8273,16620.66,33.59,0.90001,1945.5
2016-02-18,418.97,15226250,212765,415599,3561984,11513,1280,10132,16391.99,31.66,0.89904,1917.78
2016-02-17,407,15221750,227403,436155,9033538,11749,1244,6237,16413.43,33.2,0.8971,1917.83
2016-02-16,406.69,15216900,215940,424752,11793759,11526,836,6206,16426.8966666667,33.2033333333333,0.896376666666667,1920.82666666667
2016-02-15,402.64,15214525,207397,421244,11946551,10906,976,5583,16440.3633333333,33.2066666666667,0.895653333333333,1923.82333333333
2016-02-14,389.88,15210825,188927,390085,4101712,10356,809,3561,16453.83,33.21,0.89493,1926.82
2016-02-13,388.6,15205675,184675,407580,5481382,10338,851,3243,16196.41,31.09,0.89079,1895.58
2016-02-12,381.46,15202500,202906,399936,6182746,11353,3522,4641,15973.84,31.8,0.88355,1864.78
2016-02-11,379.14,15198525,227463,429313,12201118,11295,1197,4888,15660.18,28.82,0.88645,1829.08
2016-02-10,378.98,15194400,235527,396665,6250353,11596,980,5015,15914.74,29.64,0.88574,1851.86
2016-02-09,372.61,15189500,230799,425454,5991962,11277,1133,4806,15947.9533333333,29.81,0.888383333333333,1851.97666666667
2016-02-08,375,15183225,220559,396540,4693501,10701,1308,4394,15981.1666666667,29.98,0.891026666666667,1852.09333333333
2016-02-07,373.74,15181250,212190,452004,2629662,10486,1896,3439,16014.38,30.15,0.89367,1852.21
2016-02-06,373.04,15176700,232752,419675,7784373,10050,1893,3130,16027.05,31.64,0.89726,1853.44
2016-02-05,388,15171900,215910,393084,4040921,10271,1072,4016,16204.97,32.35,0.89286,1880.05
2016-02-04,385.06,15167425,200661,399236,7939565,10319,1430,5002,16416.58,32.76,0.90163,1915.45
2016-02-03,368.38,15160425,200087,368096,3458416,10647,1241,4820,16336.66,32.38,0.91558,1912.53
2016-02-02,371.99,15158450,231998,451155,5480683,10175,1511,4977,16290.88,32.03,0.916273333333333,1910.155
2016-02-01,372,15154350,222398,437884,11801830,10003,1711,4693,16245.1,31.68,0.916966666666667,1907.78
2016-01-31,376.86,15149025,168625,402413,6093630,9359,1222,3087,16199.32,31.33,0.91766,1905.405
2016-01-30,378.18,15145475,209984,428332,9426070,9476,1556,3622,16153.54,30.98,0.92371,1903.03
2016-01-29,377.26,15141050,224394,424226,8610732,10127,1582,6085,16449.18,32.45,0.91433,1939.38
2016-01-28,382.44,15137725,231454,430552,7152973,9865,1755,6595,16466.3,33.14,0.91676,1940.24
2016-01-27,391.66,15133100,226385,414610,9484678,10586,2044,5808,16069.64,33.01,0.92039,1893.36
2016-01-26,394.12,15126450,230523,462802,6985998,10771,1547,4896,16027.9133333333,32.6166666666667,0.920726666666667,1889.89
2016-01-25,387.09,15125150,210592,420289,16852681,10687,1392,5231,15986.1866666667,32.2233333333333,0.921063333333333,1886.42
2016-01-24,385.09,15120825,193572,383842,9725191,10659,1099,3611,15944.46,31.83,0.9214,1882.95
2016-01-23,388.5,15115250,190400,435226,48864501,10016,985,3238,16167.23,30.94,0.92601,1903.63
2016-01-22,385.7,15112200,226106,398872,12217232,11530,1223,5160,15885.22,29.82,0.92064,1877.08
2016-01-21,420.35,15108075,210240,406195,6132568,11878,1344,5532,16093.51,30.46,0.91937,1906.9
2016-01-20,408.33,15104050,209071,387569,6863977,11503,1137,5437,15882.68,27.59,0.91634,1868.99
2016-01-19,378.66,15101075,205735,336941,6845700,10696,1312,5723,15844.0333333333,27.0633333333333,0.916843333333333,1865.77
2016-01-18,380.16,15097350,213934,395421,4257270,11346,1169,6338,15805.3866666667,26.5366666666667,0.917346666666667,1862.55
2016-01-17,385.45,15092900,204128,447783,3101872,11036,1210,4622,15766.74,26.01,0.91785,1859.33
2016-01-16,370.4,15089500,190301,406524,11453664,11154,1135,4725,16016.02,27.36,0.91575,1881.33
2016-01-15,429.55,15086025,185105,344968,13326588,12215,1349,6043,15988.08,27.36,0.9209,1880.33
2016-01-14,431.9,15081800,183182,354601,4059957,10887,1312,4980,16379.05,28.8,0.91861,1921.84
2016-01-13,429.57,15079650,191628,339655,10509063,11229,1531,5084,16151.41,28.84,0.92217,1890.28
2016-01-12,447.98,15075825,196656,372889,5187745,11111,1486,4991,16273.0133333333,28.7533333333333,0.921773333333333,1906.41333333333
2016-01-11,447.11,15070475,191196,365605,4517709,10744,1215,5109,16394.6166666667,28.6666666666667,0.921376666666667,1922.54666666667
2016-01-10,446.24,15067175,164687,365165,11742078,10220,1316,3527,16516.22,28.58,0.92098,1938.68
2016-01-09,452.64,15062925,178374,371151,2864812,9971,980,3477,16398.57,29.14,0.91399,1923.67
2016-01-08,447.04,15059375,181407,366508,50743214,10362,1282,4869,16346.45,30.14,0.91525,1922.03
2016-01-07,453.71,15054575,177873,364236,5755046,10241,1049,5680,16514.1,31.67,0.92773,1943.09
2016-01-06,432.43,15050975,177478,338929,4772141,10084,870,4885,16906.51,33.57,0.93006,1990.26
2016-01-05,431.9,15047875,182371,365051,3809268,10368,1078,5587,16990.56,33.6766666666667,0.927896666666667,1999.07666666667
2016-01-04,433,15043500,170176,344268,4325220,9212,911,5617,17074.61,33.7833333333333,0.925733333333333,2007.89333333333
2016-01-03,432.76,15039125,141064,295177,2499777,9499,1241,4270,17158.66,33.89,0.92357,2016.71
2016-01-02,433.94,15036525,149038,334703,1862300,9484,957,3517,17148.94,35.56,0.92132,2012.66
2016-01-01,432.33,15031975,123623,263121,1909312,7990,889,2656,17425.03,36.28,0.92089,2043.94
2015-12-31,428.23,15028600,164132,310331,4192994,9173,706,3973,17603.87,36.61,0.91458,2063.36
2015-12-30,428,15025275,176447,342062,2492947,10120,857,4955,17720.98,35.65,0.91508,2078.36
2015-12-29,431.13,15020675,187040,331379,3342814,9621,1331,5685,17672.8025,35.95,0.913766666666667,2072.895
2015-12-28,422.42,15016875,166837,314685,3323197,9057,1089,5041,17624.625,36.25,0.912453333333333,2067.43
2015-12-27,418.46,15013775,160271,341200,3365744,8912,920,9359,17576.4475,36.55,0.91114,2061.965
2015-12-26,417.99,15007975,170904,367108,3055678,8706,896,3671,17528.27,36.85,0.91191,2056.5
2015-12-25,456,15002300,184124,329540,13130075,7758,815,2906,17552.17,37.08,0.91158,2060.99
2015-12-24,453.95,14999975,210228,410857,8330356,8756,721,4251,17602.61,37.22,0.91666,2064.29
2015-12-23,441.4,14996250,221289,382171,5700353,10048,917,5014,17417.27,35.79,0.91324,2038.97
2015-12-22,438.35,14990800,223130,391920,6269346,10605,3051,4861,17362.0533333333,35.6133333333333,0.914273333333333,2033.03
2015-12-21,438.7,14988600,229444,451443,5158731,9827,1731,5062,17306.8366666667,35.4366666666667,0.915306666666667,2027.09
2015-12-20,434.98,14984750,191441,409195,2063484,9271,818,3923,17251.62,35.26,0.91634,2021.15
2015-12-19,463,14979425,216944,427602,15685342,9325,1115,3987,17128.55,35.34,0.91997,2005.55
2015-12-18,458.95,14976650,213847,383932,2830975,10450,1795,4953,17495.84,36.76,0.92216,2041.89
2015-12-17,453.39,14972650,219600,383742,4320683,10391,2931,5762,17749.09,36.29,0.91958,2073.07
2015-12-16,463.98,14968025,222531,411804,5350755,10326,1313,6564,17524.91,36.96,0.91439,2043.41
2015-12-15,459.48,14964475,223998,392348,8597706,10941,889,7176,17472.7733333333,37.1933333333333,0.912816666666667,2036.25333333333
2015-12-14,445.6,14956625,221499,412673,20769581,10352,1272,6819,17420.6366666667,37.4266666666667,0.911243333333333,2029.09666666667
2015-12-13,436.2,14955250,186151,381029,6097032,9549,1246,5076,17368.5,37.66,0.90967,2021.94
2015-12-12,426.06,14951525,204141,457574,7200093,10295,899,5344,17265.21,36.51,0.91042,2012.37
2015-12-11,444.29,14945300,211198,381204,7263536,10112,1017,8666,17574.75,36.99,0.9134,2052.23
2015-12-10,416.49,14942975,211452,403387,13996040,10219,1212,16405,17492.3,38.65,0.90761,2047.62
2015-12-09,414.01,14938075,220323,414210,10824077,10570,1776,34771,17568,39.04,0.91794,2063.59
2015-12-08,394.99,14933950,192097,388080,4121714,10188,761,8220,17622.17,39.1733333333333,0.919633333333333,2068.08333333333
2015-12-07,387.3,14929675,185788,340611,5121674,9275,1117,6052,17676.34,39.3066666666667,0.921326666666667,2072.57666666667
2015-12-06,390.04,14925900,179712,374142,10420119,8772,2045,4195,17730.51,39.44,0.92302,2077.07
2015-12-05,390.04,14922525,179777,393380,6961589,8621,1548,4779,17847.63,39.69,0.91878,2091.69
2015-12-04,361.47,14921600,200213,426997,7024395,8964,788,6442,17477.67,41.44,0.91609,2049.62
2015-12-03,362.49,14913750,164774,317811,5818196,9315,1106,5884,17729.68,42,0.94224,2079.51
2015-12-02,360.98,14910800,177277,357585,7277255,9196,2018,5797,17888.35,41.92,0.9411,2102.63
2015-12-01,377.27,14906475,184404,365897,4504425,9219,1250,6425,17832.2066666667,42.27,0.94267,2095.22333333333
2015-11-30,372.53,14899225,182648,384237,5409812,9420,2154,6046,17776.0633333333,42.62,0.94424,2087.81666666667
2015-11-29,363.98,14897925,130758,239211,1816284,9169,498,3933,17719.92,42.97,0.94581,2080.41
2015-11-28,358,14894000,171602,349162,3939474,8402,617,3763,17798.49,43.73,0.94491,2090.11
2015-11-27,359.54,14890350,160235,284894,8641842,8852,692,4249,17813.39,43.07,0.943,2088.87
2015-11-26,348,14887850,164730,314907,4063527,9100,1837,5264,17812.19,43.55,0.94118,2089.14
2015-11-25,319.64,14882575,152463,307690,4100990,9050,1722,4784,17792.68,43.56,0.93951,2086.59
2015-11-24,321.1,14876550,152324,307413,3066865,8734,1381,5179,17803.0566666667,43.8333333333333,0.939563333333333,2087.45
2015-11-23,324.49,14874925,142698,280821,5232926,8821,553,5382,17813.4333333333,44.1066666666667,0.939616666666667,2088.31
2015-11-22,326.31,14870925,126564,265164,3518916,8199,1667,4335,17823.81,44.38,0.93967,2089.17
2015-11-21,325.56,14865275,151035,334688,3189573,8619,1754,3964,17732.75,43.7,0.93976,2081.24
2015-11-20,320.62,14862125,155128,301700,3863000,8918,1084,5554,17737.16,42.49,0.9323,2083.58
2015-11-19,333.66,14858150,154561,297379,5423023,8920,1586,5719,17489.5,42.22,0.93721,2050.44
2015-11-18,334.46,14853350,165269,328378,6911263,8667,1707,5987,17483.01,41.45,0.93951,2053.19
2015-11-17,335.95,14851150,158254,298212,6104966,8853,1836,6046,17403.7533333333,41.3933333333333,0.938216666666667,2043.14
2015-11-16,318.97,14847125,150942,310746,3922868,8103,1763,5732,17324.4966666667,41.3366666666667,0.936923333333333,2033.09
2015-11-15,322.33,14841725,143369,301039,3427810,7419,1525,4311,17245.24,41.28,0.93563,2023.04
2015-11-14,331.9,14839100,156065,328381,15379184,7801,475,3789,17448.07,40.28,0.93458,2045.97
2015-11-13,340.81,14835300,156988,299301,5967078,7959,1234,6343,17702.22,41.98,0.92464,2075
2015-11-12,331.6,14830200,157847,301266,6804695,8792,1364,6383,17758.21,44.98,0.92911,2081.72
2015-11-11,309.9,14827475,171159,308741,8323649,9022,2671,5951,17730.48,44.98,0.93131,2078.58
2015-11-10,380.62,14823050,154030,295638,12142160,9169,1752,7810,17790.43,45.4666666666667,0.930676666666667,2085.45333333333
2015-11-09,378.8,14818600,159836,310788,19844259,9135,1888,8542,17850.38,45.9533333333333,0.930043333333333,2092.32666666667
2015-11-08,381.51,14815800,134785,312946,7400982,8984,1315,5788,17910.33,46.44,0.92941,2099.2
2015-11-07,373.69,14812300,161595,317500,24944432,8982,2082,5040,17863.43,45.38,0.93167,2099.93
2015-11-06,388.38,14807050,166893,354664,9182579,6837,1242,7332,17867.58,46.09,0.91878,2102.31
2015-11-05,400,14804800,189326,358734,14207915,10176,1844,10448,17918.15,47.19,0.92013,2109.79
2015-11-04,404.5,14801075,211121,392233,32293624,13606,1893,9342,17828.76,46.96,0.91208,2104.05
2015-11-03,409,14795450,186362,360192,15914393,12169,2339,7766,17773.6866666667,47.3066666666667,0.910643333333333,2095.82
2015-11-02,340.69,14793250,159656,309823,4604004,9749,1091,6997,17718.6133333333,47.6533333333333,0.909206666666667,2087.59
2015-11-01,310.18,14789625,156648,305108,22423852,8357,492,4858,17663.54,48,0.90777,2079.36
2015-10-31,310.92,14783850,155400,318120,12836879,9158,3143,4264,17755.8,47.91,0.90695,2089.41
2015-10-30,329.2,14781850,164938,308255,10927791,10295,5768,6596,17779.52,48,0.9096,2090.35
2015-10-29,304.79,14777750,165622,297971,7678617,10471,5000,6713,17581.43,48.04,0.915,2065.89
2015-10-28,298.95,14772400,160175,274092,40009510,10317,6194,6763,17591.835,47.952,0.90604,2067.2125
2015-10-27,294.73,14770650,141609,294013,5779483,9670,5491,6453,17602.24,47.864,0.90525,2068.535
2015-10-26,282.8,14766700,126041,277058,4265343,9311,6600,6614,17612.645,47.776,0.90446,2069.8575
2015-10-25,295.01,14760675,131488,278147,4012513,9209,4090,4544,17623.05,47.688,0.90367,2071.18
2015-10-24,279.9,14759025,140827,316588,2368270,8468,5166,4170,17646.7,47.6,0.90741,2075.15
2015-10-23,274.35,14755550,146222,281281,4002726,8754,4808,5737,17489.16,45.54,0.90245,2052.51
2015-10-22,273.95,14748925,147402,289944,7772552,9195,5047,6118,17168.61,46.57,0.88121,2018.94
2015-10-21,269.1,14747775,161031,289412,3125674,8816,3846,5670,17217.11,46.5025,0.88075,2030.77
