Date,btc_price,eth_price
2020-02-27,8785.52,226.753387
2020-02-26,9309.15,225.680267
2020-02-25,9663.75,247.817596
2020-02-24,9989.39,265.216431
2020-02-23,9669.63,273.75415
2020-02-22,9696.58,262.331726
2020-02-21,9606.86,265.600616
2020-02-20,9604.72,257.949463
2020-02-19,10180.65,259.763977
2020-02-18,9703.93,281.94458
2020-02-17,9937.67,266.363434
2020-02-16,9904.17,259.894714
2020-02-15,10368.53,264.728577
2020-02-14,10242.43,284.217499
2020-02-13,10354.3,268.099243
2020-02-12,10275.38,265.406128
2020-02-11,9854.79,235.851196
2020-02-10,10162.41,223.522705
2020-02-09,9907.12,228.578568
2020-02-08,9807.54,223.146515
2020-02-07,9755.66,222.726059
2020-02-06,9614.9,212.339081
2020-02-05,9162.14,204.23024
2020-02-04,9162.14,189.250595
2020-02-03,9314.56,189.865067
2020-02-02,9378.09,188.617538
2020-02-01,9333.77,183.67395
2020-01-31,9502.37,180.160172
2020-01-30,9279.81,184.690475
2020-01-29,9385.69,175.050339
2020-01-28,8895.78,176.370316
2020-01-27,8588.42,170.930893
2020-01-26,8327.36,168.077103
2020-01-25,8428.17,161.283936
2020-01-24,8388.11,163.051178
2020-01-23,8658.94,162.928558
2020-01-22,8722.26,168.294159
2020-01-21,8626.47,169.697159
2020-01-20,8703.36,167.120514
2020-01-19,8910.85,166.969849
2020-01-18,8900.34,175.365677
2020-01-17,8722.03,170.779953
2020-01-16,8813.89,164.391006
2020-01-15,8842.42,166.230682
2020-01-14,8105.24,165.955353
2020-01-13,8173.97,144.226593
2020-01-12,8021.49,145.873932
2020-01-11,8184.66,142.927109
2020-01-10,7817.92,143.963776
2020-01-09,8042.65,138.979202
2020-01-08,8165.47,141.258133
2020-01-07,7759.24,143.543991
2020-01-06,7351.57,144.304153
2020-01-05,7347.89,136.276779
2020-01-04,7326.35,135.069366
2020-01-03,6944.33,134.171707
2020-01-02,7175.68,127.410179
2020-01-01,7168.31,130.802002
2019-12-31,7219.6,129.610855
2019-12-30,7385.36,132.633484
2019-12-29,7301.07,134.75798
2019-12-28,7243.93,128.322708
2019-12-27,7194.4,127.214607
2019-12-26,7192.72,126.361221
2019-12-25,7250.69,126.454636
2019-12-24,7322.08,129.063889
2019-12-23,7514.41,128.61409
2019-12-22,7143.2,132.372513
2019-12-21,7190.17,128.130951
2019-12-20,7150.86,129.066055
2019-12-19,7284.29,129.321136
2019-12-18,6612.12,133.092194
2019-12-17,6879.54,122.603889
2019-12-16,7111.14,133.614029
2019-12-15,7067.74,143.11499
2019-12-14,7251.87,142.869232
2019-12-13,7189.16,144.944748
2019-12-12,7202.31,145.604004
2019-12-11,7220.76,143.608002
2019-12-10,7337.42,146.267044
2019-12-09,7522.39,148.225174
2019-12-08,7504.83,151.264725
2019-12-07,7547.19,148.768158
2019-12-06,7395.97,149.194443
2019-12-05,7192.85,149.248993
2019-12-04,7296.77,146.747742
2019-12-03,7309.59,147.956421
2019-12-02,7402.69,149.059158
2019-12-01,7557.72,151.18573
2019-11-30,7757.47,152.539688
2019-11-29,7431,155.304153
2019-11-28,7523.83,151.717575
2019-11-27,7163.63,153.010559
2019-11-26,7130.25,148.965073
2019-11-25,6907.4,146.476532
2019-11-24,7324.03,142.834702
2019-11-23,7286.35,153.417786
2019-11-22,7617.07,150.268173
2019-11-21,8081.81,161.462723
2019-11-20,8120.8,175.698349
2019-11-19,8175.99,177.455551
2019-11-18,8503.93,180.559601
2019-11-17,8482.7,185.119232
2019-11-16,8457.69,183.348358
2019-11-15,8632.32,180.521179
2019-11-14,8762.42,185.999634
2019-11-13,8801.52,188.258743
2019-11-12,8717.81,186.843414
2019-11-11,9037.12,185.489639
2019-11-10,8809.41,189.47728
2019-11-09,8766.04,185.028717
2019-11-08,9204.24,184.211472
2019-11-07,9343.34,187.976547
2019-11-06,9310.19,191.593842
2019-11-05,9418.05,189.304169
2019-11-04,9206.16,186.355194
2019-11-03,9301.18,182.425018
2019-11-02,9252.99,183.92572
2019-11-01,9147.98,183.969894
2019-10-31,9164.62,183.966919
2019-10-30,9433.35,184.692169
2019-10-29,9218.76,190.342575
2019-10-28,9551.54,182.662811
2019-10-27,9259.8,184.242218
2019-10-26,8666.79,179.83548
2019-10-25,7431.88,181.523209
2019-10-24,7469.56,162.168549
2019-10-23,8026.76,162.402786
2019-10-22,8222.52,172.300858
2019-10-21,8231.06,174.92099
2019-10-20,7960.04,175.534378
2019-10-19,7954.15,172.913025
2019-10-18,8076.78,173.621338
2019-10-17,8002.51,178.028351
2019-10-16,8162.16,176.013504
2019-10-15,8353.54,181.406067
2019-10-14,8283.76,186.960907
2019-10-13,8308.01,182.07515
2019-10-12,8269.73,180.826645
2019-10-11,8586.9,182.569687
2019-10-10,8587.92,191.659668
2019-10-09,8190,193.293259
2019-10-08,8212.02,182.021561
2019-10-07,7869.74,181.18634
2019-10-06,8147.69,173.059143
2019-10-05,8155.48,176.351517
2019-10-04,8236.17,176.985001
2019-10-03,8382.03,175.199341
2019-10-02,8322.92,180.71051
2019-10-01,8307.74,177.340424
2019-09-30,8056.74,179.872208
2019-09-29,8225,170.503479
2019-09-28,8193.9,174.572891
2019-09-27,8055.64,174.710999
2019-09-26,8432.23,166.727127
2019-09-25,8553.61,170.8927
2019-09-24,9683.38,168.110733
2019-09-23,10033.05,201.92131
2019-09-22,9979.49,211.54538
2019-09-21,10173.11,215.516205
2019-09-20,10275.88,218.050049
2019-09-19,10157.59,221.280853
2019-09-18,10190.36,211.393036
2019-09-17,10265.63,208.608749
2019-09-16,10310.43,197.113174
2019-09-15,10361.33,189.789124
2019-09-14,10363.9,188.105515
2019-09-13,10420.16,181.109726
2019-09-12,10159.32,181.016098
2019-09-11,10101.03,178.725494
2019-09-10,10313.66,179.78717
2019-09-09,10406.31,181.14946
2019-09-08,10487.21,181.35553
2019-09-07,10317.47,178.262619
2019-09-06,10577.8,169.956177
2019-09-05,10584.16,174.217133
2019-09-04,10621.29,175.992889
2019-09-03,10386.64,179.499329
2019-09-02,9769.79,178.347351
2019-09-01,9600.9,171.629425
2019-08-31,9577.99,172.469788
2019-08-30,9484.55,168.834869
2019-08-29,9717.82,169.516739
2019-08-28,10171.95,173.889969
2019-08-27,10360.28,187.516663
2019-08-26,10135.06,188.929382
2019-08-25,10143.8,186.842392
2019-08-24,10405.81,191.289566
2019-08-23,10111.98,194.706207
2019-08-22,10129.4,191.332916
2019-08-21,10760.56,186.891632
2019-08-20,10917.26,196.565414
2019-08-19,10317.6,203.091934
2019-08-18,10214.52,194.49353
2019-08-17,10359.44,185.687683
2019-08-16,10302.17,185.440079
2019-08-15,10016.96,188.50206
2019-08-14,10858.12,186.607742
2019-08-13,11386.26,208.709045
2019-08-12,11566.84,211.288071
2019-08-11,11282.22,216.092865
2019-08-10,11856.64,206.733536
2019-08-09,11996.41,210.488907
2019-08-08,11960.82,220.941864
2019-08-07,11465.67,226.391006
2019-08-06,11787.99,226.020645
2019-08-05,10980.23,234.215027
2019-08-04,10814.57,222.669724
2019-08-03,10529.55,222.490341
2019-08-02,10407.17,217.871567
2019-08-01,10084.7,217.808441
2019-07-31,9589.13,218.654144
2019-07-30,9501.33,210.522598
2019-07-29,9530,211.268051
2019-07-28,9473.99,211.186554
2019-07-27,9848.65,207.40831
2019-07-26,9875.17,219.629608
2019-07-25,9772.17,219.617996
2019-07-24,9844.3,217.046371
2019-07-23,10323.62,212.728516
2019-07-22,10587.41,217.560013
2019-07-21,10764.9,225.630768
2019-07-20,10535.75,229.119217
2019-07-19,10638.56,221.33342
2019-07-18,9674.28,226.566162
2019-07-17,9397.72,211.48497
2019-07-16,10873.5,199.188675
2019-07-15,10186.96,229.776001
2019-07-14,11389.1,227.578064
2019-07-13,11803.97,269.458801
2019-07-12,11352.87,276.276703
2019-07-11,12099.9,268.704041
2019-07-10,12586.78,290.002319
2019-07-09,12313.08,308.881012
2019-07-08,11477.01,313.251404
2019-07-07,11232.04,305.700562
2019-07-06,10955.16,287.547119
2019-07-05,11160.49,287.997528
2019-07-04,11984.76,284.523224
2019-07-03,10805.4,303.099976
2019-07-02,10578.72,291.596436
2019-07-01,10737.73,293.641113
2019-06-30,11890.38,290.695984
2019-06-29,12374.35,320.058899
2019-06-28,11132.85,311.226105
2019-06-27,12932.55,294.267639
2019-06-26,11766.4,336.753174
2019-06-25,11017.5,318.126312
2019-06-24,10814.48,310.424683
2019-06-23,10668.63,307.827789
2019-06-22,10209.38,309.38031
2019-06-21,9531.35,294.910278
2019-06-20,9281.7,271.695007
2019-06-19,9076.18,269.431793
2019-06-18,9327.48,265.051849
2019-06-17,8978.99,274.351105
2019-06-16,8859.47,269.223206
2019-06-15,8693.6,269.019318
2019-06-14,8237.88,264.087463
2019-06-13,8173.06,256.168793
2019-06-12,7917.58,260.90329
2019-06-11,8020.38,245.78183
2019-06-10,7640.61,247.520126
2019-06-09,7931.34,233.0867
2019-06-08,7998.29,245.738098
2019-06-07,7803.23,250.930359
2019-06-06,7786.04,249.474335
2019-06-05,7675.8,247.05101
2019-06-04,8134.92,241.338791
2019-06-03,8739.03,252.607925
2019-06-02,8554.8,270.225525
2019-06-01,8553.81,265.391266
2019-05-31,8272.46,268.113556
2019-05-30,8662.98,255.858948
2019-05-29,8719.88,269.455688
2019-05-28,8770.06,271.768707
2019-05-27,8744.42,272.86264
2019-05-26,8071.45,267.069641
2019-05-25,8003.26,251.759872
2019-05-24,7880.29,249.484985
2019-05-23,7625.93,245.965668
2019-05-22,7952.5,244.698914
2019-05-21,8007.03,255.215881
2019-05-20,8193.7,251.86441
2019-05-19,7265.05,261.292206
2019-05-18,7362.22,234.59523
2019-05-17,7885.96,243.764587
2019-05-16,8206.9,264.01001
2019-05-15,7992.69,247.153061
2019-05-14,7823.11,217.148575
2019-05-13,6978.63,196.846283
2019-05-12,7248.31,187.325317
2019-05-11,6348.02,194.304337
2019-05-10,6146.91,173.142746
2019-05-09,5936.72,170.289307
2019-05-08,5755.72,170.948166
2019-05-07,5684.47,169.79866
2019-05-06,5717.66,172.653214
2019-05-05,5771.08,163.450699
2019-05-04,5657.14,164.026581
2019-05-03,5390.16,167.952408
2019-05-02,5326.67,162.122787
2019-05-01,5269.79,160.818344
2019-04-30,5260.65,162.166031
2019-04-29,5301.29,155.201996
2019-04-28,5280.19,157.295074
2019-04-27,5292.83,158.434937
2019-04-26,5195.61,156.347092
2019-04-25,5434.19,154.459396
2019-04-24,5518.16,165.826096
2019-04-23,5377.19,171.4478
2019-04-22,5281.83,171.874664
2019-04-21,5309.28,170.046524
2019-04-20,5277.04,173.751266
2019-04-19,5276.31,173.708435
2019-04-18,5220.37,173.814026
2019-04-17,5196.65,166.95076
2019-04-16,5036.18,167.623444
2019-04-15,5152.51,161.574173
2019-04-14,5064.62,167.838516
2019-04-13,5072.85,164.513351
2019-04-12,5035.02,164.736328
2019-04-11,5310.18,165.497025
2019-04-10,5175.81,177.337479
2019-04-09,5268.71,176.114578
2019-04-08,5189.39,180.25882
2019-04-07,5053.52,174.531647
2019-04-06,5028.77,165.947205
2019-04-05,4911.24,165.514847
2019-04-04,4959.81,158.052536
2019-04-03,4882.88,161.458801
2019-04-02,4152.53,163.961746
2019-04-01,4114.16,141.830322
2019-03-31,4114.44,141.514099
2019-03-30,4115.55,142.092682
2019-03-29,4037.37,142.497421
2019-03-28,4048.51,139.416473
2019-03-27,3947.74,140.988159
2019-03-26,3935.89,135.460358
2019-03-25,3994.11,135.031021
2019-03-24,4011.92,136.986923
2019-03-23,3999.06,138.239868
2019-03-22,3992.34,137.181442
2019-03-21,4056.4,136.636063
2019-03-20,4029.11,140.686356
2019-03-19,3998.77,140.519196
2019-03-18,3994.92,139.374603
2019-03-17,4015.95,140.000549
2019-03-16,3936.5,142.398178
2019-03-15,3885.21,137.691788
2019-03-14,3877.77,133.711594
2019-03-13,3892.51,133.263077
2019-03-12,3881.09,134.442886
2019-03-11,3928.17,133.83403
2019-03-10,3950.56,136.758682
2019-03-09,3875.96,137.965332
2019-03-08,3886.82,135.127075
2019-03-07,3876.85,138.0345
2019-03-06,3872.25,138.789352
2019-03-05,3730.98,137.822388
2019-03-04,3814.58,127.774124
2019-03-03,3831.44,132.24942
2019-03-02,3834.62,134.206955
2019-03-01,3850.08,136.443619
2019-02-28,3833.23,136.746246
2019-02-27,3831.45,136.125961
2019-02-26,3848.33,138.089676
2019-02-25,3766.89,139.822861
2019-02-24,4139.6,135.852661
2019-02-23,3983.48,158.795425
2019-02-22,3944.88,149.092453
2019-02-21,3987.18,146.130844
2019-02-20,3926.53,149.554337
2019-02-19,3910.8,145.346191
2019-02-18,3670.74,146.098373
2019-02-17,3619.55,133.598877
2019-02-16,3608.2,123.260216
2019-02-15,3600.31,122.100388
2019-02-14,3614.5,121.390205
2019-02-13,3632.42,122.553604
2019-02-12,3629.47,122.572289
2019-02-11,3686.29,121.298393
2019-02-10,3664.38,124.806488
2019-02-09,3661.08,119.430885
2019-02-08,3394.76,119.267746
2019-02-07,3405.7,104.535301
2019-02-06,3467.34,104.919289
2019-02-05,3452.35,107.44352
2019-02-04,3456.02,107.821602
2019-02-03,3506.22,107.492668
2019-02-02,3475.33,110.43026
2019-02-01,3444.81,107.609787
2019-01-31,3470,107.061012
2019-01-30,3421.6,108.907539
2019-01-29,3448.58,105.598213
2019-01-28,3554.5,106.589973
2019-01-27,3576.3,113.405289
2019-01-26,3577.79,116.488739
2019-01-25,3586.25,116.378342
2019-01-24,3566.4,117.362885
2019-01-23,3587.35,117.452606
2019-01-22,3540.02,118.747551
2019-01-21,3548.4275,117.157852
2019-01-20,3703.98,119.474831
2019-01-19,3690.52333333,124.51902
2019-01-18,3632.395,121.010262
2019-01-17,3621.43,123.74192
2019-01-16,3621.27083333,123.547066
2019-01-15,3656.785,122.032715
2019-01-14,3531.96,129.068726
2019-01-13,3599.84166667,116.897804
2019-01-12,3646.34583333,125.96653
2019-01-11,3646.25,127.548325
2019-01-10,3812.58583333,128.625183
2019-01-09,4034.13833333,150.803116
2019-01-08,4032.25,150.359634
2019-01-07,4036.09333333,151.699219
2019-01-06,3920.45666667,157.746201
2019-01-05,3856.62,155.638596
2019-01-04,3822.62666667,154.58194
2019-01-03,3865.7975,149.13501
2019-01-02,3855.88,155.047684
2019-01-01,3752.27166667,140.819412
2018-12-31,3791.54583333,133.368256
2018-12-30,3770.36,139.859451
2018-12-29,3912.28583333,138.018341
2018-12-28,3743.905,137.647018
2018-12-27,3848.21,116.575912
2018-12-26,3825.37916667,131.865631
2018-12-25,3813.88,129.844345
2018-12-24,3995.17,140.238007
2018-12-23,4027.47833333,130.765259
2018-12-22,3910.97333333,116.759499
2018-12-21,4135.19,109.496231
2018-12-20,3982.85083333,116.216873
2018-12-19,3808.0425,101.268578
2018-12-18,3556.54,101.112457
2018-12-17,3392.405,95.133827
2018-12-16,3271.23833333,85.2621
2018-12-15,3242.42,84.440811
2018-12-14,3278.37416667,84.308296
2018-12-13,3406.7625,86.539314
2018-12-12,3407.28,90.5933
2018-12-11,3426.19,88.945305
2018-12-10,3523.96,91.685654
2018-12-09,3453.66,95.142059
2018-12-08,3435.34,92.159637
2018-12-07,3405.64333333,93.294563
2018-12-06,3744.98,91.761055
2018-12-05,3858.34916667,102.475555
2018-12-04,3961.49333333,110.214188
2018-12-03,4140.6,108.925018
2018-12-02,4167.54666667,116.388901
2018-12-01,4116.7775,118.635559
2018-11-30,4278.77,113.171417
2018-11-29,4263.78333333,117.542648
2018-11-28,4103.45384615,122.438004
2018-11-27,3793.35,110.010002
2018-11-26,3920.53666667,108.334999
2018-11-25,3823.51166667,116.449997
2018-11-24,4352.98,113.494003
2018-11-23,4309.3375,123.295998
2018-11-22,4548.7975,126.706001
2018-11-21,4491.98,136.701004
2018-11-20,4671.97,130.339005
2018-11-19,5303.9425,149.175003
2018-11-18,5572.44,177.067001
2018-11-17,5558.24333333,174.001007
2018-11-16,5596.1925,175.177002
2018-11-15,5756.77,180.806
2018-11-14,6176.155,181.397003
2018-11-13,6372.06333333,206.826004
2018-11-12,6408.53,210.417999
2018-11-11,6378.26833333,211.339996
2018-11-10,6399.03333333,212.533005
2018-11-09,6444.97,210.074005
2018-11-08,6486.25166667,212.231003
2018-11-07,6538.79,217.182999
2018-11-06,6437.76,218.451996
2018-11-05,6436.965,209.091003
2018-11-04,6391.87333333,207.485992
2018-11-03,6390.42,200.186005
2018-11-02,6387.67416667,200.634995
2018-11-01,6342.28083333,198.871994
2018-10-31,6301.61,197.380997
2018-10-30,6309.45285714,197.556
2018-10-29,6382.66833333,197.246994
2018-10-28,6457.21,205.365997
2018-10-27,6465.9175,204.210007
2018-10-26,6473.75333333,203.328995
2018-10-25,6489.77,202.718994
2018-10-24,6508.31,203.852005
2018-10-23,6481.426,204.335999
2018-10-22,6504.78,204.044006
2018-10-21,6531.60166667,205.141998
2018-10-20,6488.82583333,205.429993
2018-10-19,6509.61,203.727005
2018-10-18,6568.04076923,203.352005
2018-10-17,6596.27615385,207.082993
2018-10-16,6599.17,210.119995
2018-10-15,6452.57166667,209.703995
2018-10-14,6299.39916667,195.714996
2018-10-13,6247,199.841003
2018-10-12,6260.53083333,196.727005
2018-10-11,6248.63583333,189.498993
2018-10-10,6626.85,225.768997
2018-10-09,6621.71166667,227.981995
2018-10-08,6618.56769231,229.255005
2018-10-07,6573.62,226.119003
2018-10-06,6581.48666667,225.119995
2018-10-05,6568.54916667,227.600998
2018-10-04,6483.73,222.218002
2018-10-03,6470.4025,220.488998
2018-10-02,6562.64166667,227.181
2018-10-01,6611.02,230.768005
2018-09-30,6593.135,232.848007
2018-09-29,6550.47416667,231.634995
2018-09-28,6686.08,222.401993
2018-09-27,6535.47666667,228.494003
2018-09-26,6468.63166667,215.847
2018-09-25,6583.45,218.505005
2018-09-24,6639.30416667,228.729996
2018-09-23,6710.445,244.330002
2018-09-22,6756.12,240.479996
2018-09-21,6669.99083333,246.584
2018-09-20,6418.56266667,224.591003
2018-09-19,6342.39,209.968994
2018-09-18,6296.63166667,209.975006
2018-09-17,6400.60083333,197.875
2018-09-16,6522.39,220.589005
2018-09-15,6518.655,223.074005
2018-09-14,6499.0625,211.748993
2018-09-13,6326.04,211.354004
2018-09-12,6273.1375,183.330994
2018-09-11,6296.32083333,185.065994
2018-09-10,6240.98,197.078995
2018-09-09,6286.42583333,196.923996
2018-09-08,6366.1075,197.951004
2018-09-07,6501.19,217.203003
2018-09-06,6433.27166667,230.214996
2018-09-05,7113.06923077,232.330994
2018-09-04,7265.08,285.722992
2018-09-03,7260.94923077,289.259003
2018-09-02,7247.93538462,294.371002
2018-09-01,7018.78,295.341003
2018-08-31,6981.94615385,283.003998
2018-08-30,6932.6625,284.105011
2018-08-29,7078.19,289.312012
2018-08-28,7000.04,296.498993
2018-08-27,6719.26615385,285.602997
2018-08-26,6738.27,275.196991
2018-08-25,6719.42923077,279.645996
2018-08-24,6543.64571429,282.96701
2018-08-23,6354.57,277.104004
2018-08-22,6575.22916667,271.341003
2018-08-21,6401.24615385,281.944
2018-08-20,6486.58,274.315002
2018-08-19,6404.06333333,300.834015
2018-08-18,6436.72083333,295.812012
2018-08-17,6312.75,315.729004
2018-08-16,6342.62923077,288.04599
2018-08-15,6362.67692308,282.364014
2018-08-14,6252.13,278.932007
2018-08-13,6347.07,286.494995
2018-08-12,6311.13166667,319.570007
2018-08-11,6138.96,322.112
2018-08-10,6396.49466667,334.175995
2018-08-09,6396.7725,365.588013
2018-08-08,6718.23,356.613007
2018-08-07,6993.51333333,380.214996
2018-08-06,6988.07916667,406.65799
2018-08-05,7011.28,410.515991
2018-08-04,7247.76916667,407.252014
2018-08-03,7394.49916667,418.261993
2018-08-02,7607.7,412.621002
2018-08-01,7570.86916667,420.747009
2018-07-31,7916.80083333,433.867004
2018-07-30,8220.91,457.080994
2018-07-29,8206.34166667,466.665009
2018-07-28,8182.25166667,466.89801
2018-07-27,7939.81,469.665985
2018-07-26,8187.32416667,464.036987
2018-07-25,8251.165,472.493011
2018-07-24,7715.1,479.372986
2018-07-23,7689.88416667,450.852997
2018-07-22,7451.28916667,459.657013
2018-07-21,7334.99,462.436005
2018-07-20,7428.045,450.697998
2018-07-19,7396.40166667,469.618988
2018-07-18,7321.62,480.513
2018-07-17,6869.91083333,501.002014
2018-07-16,6514.39083333,480.65799
2018-07-15,6248.84,449.850006
2018-07-14,6241,436.085999
2018-07-13,6244.3575,434.027008
2018-07-12,6403.18,430.074005
2018-07-11,6377.36333333,446.518005
2018-07-10,6510.79166667,434.424011
2018-07-09,6724.04,476.682007
2018-07-08,6753.55916667,489.118988
2018-07-07,6594.28166667,491.660004
2018-07-06,6555.51,474.011993
2018-07-05,6603.37666667,474.411987
2018-07-04,6593.28916667,467.317993
2018-07-03,6626.44,464.195007
2018-07-02,6466.06916667,475.346985
2018-07-01,6374.75416667,453.917999
2018-06-30,6223.28,455.179993
2018-06-29,5908.7025,436.009003
2018-06-28,6107.89615385,422.36499
2018-06-27,6097.46,442.36499
2018-06-26,6218.595,432.772003
2018-06-25,6211.4475,460.309998
2018-06-24,6170.46,457.671997
2018-06-23,6141.60583333,474.519989
2018-06-22,6332.57333333,465.816986
2018-06-21,6760.83,527.367004
2018-06-20,6714.71833333,536.268005
2018-06-19,6737,537.95697
2018-06-18,6445.79,518.890991
2018-06-17,6464.41166667,500.447998
2018-06-16,6509.42666667,499.641998
2018-06-15,6637.41,491.003998
2018-06-14,6647.01333333,519.742004
2018-06-13,6315.7,477.493988
2018-06-12,6879.31,496.842987
2018-06-11,6875.67833333,533.283997
2018-06-10,6776.88833333,526.479004
2018-06-09,7615.54,597.562012
2018-06-08,7620.15333333,601.077026
2018-06-07,7676.27166667,605.187012
2018-06-06,7619.43,607.124023
2018-06-05,7615.7221421,609.302979
2018-06-04,7500.27333333,592.984985
2018-06-03,7637.14,618.328979
2018-06-02,7645.14666667,591.807983
2018-06-01,7535.14666667,580.04303
2018-05-31,7386.72,577.64502
2018-05-30,7385.395,559.590027
2018-05-29,7459.87666667,565.388
2018-05-28,7344.56,516.036011
2018-05-27,7361.83166667,572.66803
2018-05-26,7342.90833333,587.280029
2018-05-25,7576.78,586.734009
2018-05-24,7566.19333333,601.755005
2018-05-23,7555.74,583.585022
2018-05-22,8396.63,647.741028
2018-05-21,8385.55618693,699.221985
2018-05-20,8507.40666667,715.369019
2018-05-19,8239.08,696.530029
2018-05-18,8240.055,694.367004
2018-05-17,8106.11833333,672.656982
2018-05-16,8471.06,707.049988
2018-05-15,8511.458,708.870972
2018-05-14,8652.03833333,730.549011
2018-05-13,8463.52,733.495972
2018-05-12,8484.34666667,686.047974
2018-05-11,8468.788,679.585999
2018-05-10,9310.37,727.276978
2018-05-09,9322.04166667,752.275024
2018-05-08,9228.60833333,752.856995
2018-05-07,9631.44,753.724976
2018-05-06,9630.13627668,792.310974
2018-05-05,9803.30666667,816.119995
2018-05-04,9753.35,785.624023
2018-05-03,9639.26833333,779.54303
2018-05-02,9221.426,687.148987
2018-05-01,9239.55,673.612976
2018-04-30,9259.57,669.924011
2018-04-29,9334.28166667,688.880981
2018-04-28,8928.55,683.677979
2018-04-27,9010.32,647.031982
2018-04-26,9258.39833333,662.809021
2018-04-25,9658.11,615.416016
2018-04-24,9555.542,708.15802
2018-04-23,8933.86166667,642.547974
2018-04-22,8930.6,621.859985
2018-04-21,8807.205,605.39502
2018-04-20,8852.71833333,615.718018
2018-04-19,8175.96,567.888977
2018-04-18,8164.93742577,524.789001
2018-04-17,7895.41692596,502.894012
2018-04-16,8368.1,511.147003
2018-04-15,8340.74833333,531.702026
2018-04-14,8036.51105141,501.477997
2018-04-13,7941.46,492.734985
2018-04-12,7847.845,492.94101
2018-04-11,6926.26666667,430.540009
2018-04-10,6784.41,414.243011
2018-04-09,6699.27333333,398.526001
2018-04-08,7017.65666667,400.507996
2018-04-07,6634.68,385.313995
2018-04-06,6603.87666667,370.285004
2018-04-05,6826.51,383.231995
2018-04-04,7426.48,380.542999
2018-04-03,7410.435,416.893005
2018-04-02,7035.84833333,386.424988
2018-04-01,6937.56,379.606995
2018-03-31,6935.48,396.457001
2018-03-30,6882.53166667,394.644989
2018-03-29,7950.61,385.967987
2018-03-28,7960.38,446.278992
2018-03-27,7876.195,450.115997
2018-03-26,8457.96,489.950989
2018-03-25,8617.29666667,524.286987
2018-03-24,8662.37833333,526.439026
2018-03-23,8725.37,539.619019
2018-03-22,8690.40833333,539.702026
2018-03-21,8947.75333333,561.731995
2018-03-20,8605.64,557.174988
2018-03-19,8412.03333333,556.726013
2018-03-18,8171.415,538.643982
2018-03-17,8297.89,552.778992
2018-03-16,8530.402,601.666016
2018-03-15,8358.12166667,611.304016
2018-03-14,9153.54,614.291016
2018-03-13,9154.7,690.827026
2018-03-12,9182.84333333,699.830994
2018-03-11,8777.37,723.338989
2018-03-10,8746.002,686.890015
2018-03-09,9089.27833333,728.916016
2018-03-08,9920.46,704.596008
2018-03-07,10118.058,752.830994
2018-03-06,10763.1983333,816.950989
2018-03-05,11516.83,853.684021
2018-03-04,11430.1816667,866.677979
2018-03-03,11326.9483333,857.224976
2018-03-02,10931.12,856.853027
2018-03-01,11009.3816667,872.200012
2018-02-28,10370.165,855.198975
2018-02-27,10319.46,878.265015
2018-02-26,10348.6033333,869.315002
2018-02-25,9696.59333333,844.809998
2018-02-24,10171.3,840.515015
2018-02-23,10162.1166667,864.189026
2018-02-22,9931.07166667,812.844971
2018-02-21,11245.98,849.971008
2018-02-20,11390.3916667,895.370972
2018-02-19,11110.965,943.86499
2018-02-18,11085.83,923.921021
2018-02-17,10841.9916667,974.11499
2018-02-16,10127.1616667,944.210022
2018-02-15,9471.64,936.976013
2018-02-14,9334.63333333,923.560974
2018-02-13,8597.7675,845.257996
2018-02-12,8068.02,868.70697
2018-02-11,8343.455,814.659973
2018-02-10,8319.87656618,860.414978
2018-02-09,8245.08,883.86499
2018-02-08,8240.53666667,817.807007
2018-02-07,8099.95833333,757.067993
2018-02-06,6925.46,793.122009
2018-02-05,6838.81666667,697.950989
2018-02-04,8400.64833333,834.682007
2018-02-03,8852.73,964.018982
2018-02-02,8901.90166667,915.784973
2018-02-01,9083.25833333,1036.790039
2018-01-31,10082.52,1118.310059
2018-01-30,10184.0616667,1071.130005
2018-01-29,11212.655,1182.359985
2018-01-28,11431.37,1246.01001
2018-01-27,11524.7766667,1107.069946
2018-01-26,10969.815,1055.170044
2018-01-25,11392.03,1056.030029
2018-01-24,11282.2583333,1058.780029
2018-01-23,11223.064,986.229004
2018-01-22,11513.42,1003.26001
2018-01-21,11505.228,1049.579956
2018-01-20,12950.7933333,1155.150024
2018-01-19,11174.82,1039.099976
2018-01-18,11345.4233333,1036.280029
2018-01-17,11116.9466667,1014.25
2018-01-16,13554.14,1053.689941
2018-01-15,14012.196,1291.920044
2018-01-14,13852.92,1366.77002
2018-01-13,13791.19,1396.420044
2018-01-12,13912.882,1273.199951
2018-01-11,13296.794,1154.930054
2018-01-10,14437.42,1255.819946
2018-01-09,14714.2533333,1299.73999
2018-01-08,15265.9066667,1148.530029
2018-01-07,17155.95,1153.170044
2018-01-06,17319.198,1041.680054
2018-01-05,17174.12,997.719971
2018-01-04,15039.24,980.921997
2018-01-03,15053.2616667,962.719971
2018-01-02,15005.8566667,884.44397
2018-01-01,13796,772.640991
2017-12-31,14165.575,756.732971
2017-12-30,13215.574,717.257019
2017-12-29,14214.01,753.59198
2017-12-28,14380.5816667,737.02301
2017-12-27,15589.3216667,762.84198
2017-12-26,13740.94,773.835999
2017-12-25,14119.0283333,765.833984
2017-12-24,13949.175,694.14801
2017-12-23,13776.61,719.387024
2017-12-22,15190.945,674.859985
2017-12-21,16047.51,821.062988
2017-12-20,17382.94,819.085999
